459.2363, 90.18959, 0, 0, 0, 142912543, 0, 0,0,True
459.2446, 90.18959, 11492, 9, 7826, 142916588, 0, 0,0,True
459.2551, 90.18959, 13668, 11, 8918, 142910389, 0, 0,0,True
459.2667, 90.18959, 13668, 11, 8918, 142914406, 0, 0,0,True
459.2762, 90.18959, 13668, 11, 8918, 142913399, 0, 0,0,True
459.2903, 90.18959, 13668, 11, 8918, 142922319, 0, 0,0,True
459.3016, 90.18959, 13668, 11, 8918, 142923512, 0, 0,0,True
459.3097, 90.18959, 13668, 11, 8918, 142928815, 0, 0,0,True
459.3232, 90.18959, 13668, 11, 8918, 142932264, 0, 0,0,True
459.3341, 90.18959, 13668, 11, 8918, 142936076, 0, 0,0,True
459.3439, 90.18959, 13668, 11, 8918, 142936392, 0, 0,0,True
459.3568, 90.18959, 13668, 11, 8918, 142940735, 0, 0,0,True
459.3677, 90.18959, 13668, 11, 8918, 142944232, 0, 0,0,True
459.3772, 90.18959, 13668, 11, 8918, 142944895, 0, 0,0,True
459.3902, 90.18959, 13668, 11, 8918, 142952695, 0, 0,0,True
459.3994, 90.18959, 13668, 11, 8918, 142957211, 0, 0,0,True
459.4123, 90.18959, 13668, 11, 8918, 142956936, 0, 0,0,True
459.421, 90.18959, 13668, 11, 8918, 142965947, 0, 0,0,True
459.4345, 90.18959, 13668, 11, 8918, 142963816, 0, 0,0,True
459.4429, 90.18959, 13668, 11, 8918, 142967912, 0, 0,0,True
459.4539, 90.18959, 13668, 11, 8918, 142976511, 0, 0,0,True
459.4676, 90.18959, 13668, 11, 8918, 142978856, 0, 0,0,True
459.4763, 90.18959, 13668, 11, 8918, 142979472, 0, 0,0,True
459.4902, 90.18959, 13668, 11, 8918, 142989447, 0, 0,0,True
459.4994, 90.18959, 13668, 11, 8918, 142993963, 0, 0,0,True
459.5096, 90.18959, 13668, 11, 8918, 142994367, 0, 0,0,True
459.5229, 90.18959, 13668, 11, 8918, 142997832, 0, 0,0,True
459.5327, 90.18959, 13668, 11, 8918, 143001928, 0, 0,0,True
459.5434, 90.18959, 13668, 11, 8918, 143002591, 0, 0,0,True
459.5575, 90.18959, 13668, 11, 8918, 143009704, 0, 0,0,True
459.5699, 90.18959, 13668, 11, 8918, 143009452, 0, 0,0,True
459.5768, 90.18959, 13668, 11, 8918, 143014655, 0, 0,0,True
459.5908, 90.18959, 13668, 11, 8918, 143023276, 0, 0,0,True
459.6003, 90.18959, 13668, 11, 8918, 143021612, 0, 0,0,True
459.6099, 90.18959, 13668, 11, 8918, 143030664, 0, 0,0,True
459.6233, 88.16476, 13668, 11, 8918, 143033448, 0, 0,0,True
459.6321, 88.16476, 13668, 11, 8918, 143037544, 0, 0,0,True
459.6452, 88.16476, 13668, 11, 8918, 143042367, 0, 0,0,True
459.6549, 88.16476, 13668, 11, 8918, 143048488, 0, 0,0,True
459.6646, 88.16476, 13668, 11, 8918, 143049687, 0, 0,0,True
459.6769, 88.16476, 13668, 11, 8918, 143054712, 0, 0,0,True
459.6874, 88.16476, 13668, 11, 8918, 143062512, 0, 0,0,True
459.6989, 88.16476, 13668, 11, 8918, 143067551, 0, 0,0,True
