651.6565, 89.89867, 0, 0, 0, 143324671, 0, 0,0,True
651.6604, 89.89867, 3052, 7, 7809, 143323590, 0, 0,0,True
651.6689, 89.89867, 8456, 9, 11041, 143328941, 0, 0,0,True
651.6801, 89.89867, 13872, 12, 14291, 143329012, 0, 0,0,True
651.692, 89.89867, 13872, 12, 14291, 143332863, 0, 0,0,True
651.7003, 89.89867, 13872, 12, 14291, 143332784, 0, 0,0,True
651.7112, 89.89867, 13872, 12, 14291, 143338862, 0, 0,0,True
651.7253, 89.89867, 13872, 12, 14291, 143337175, 0, 0,0,True
651.7341, 89.89867, 8468, 10, 11059, 143340608, 0, 0,0,True
651.7448, 89.89867, 8468, 10, 11059, 143346670, 0, 0,0,True
651.7592, 89.89867, 8468, 10, 11059, 143344297, 0, 0,0,True
651.7676, 89.89867, 8456, 9, 11041, 143355136, 0, 0,0,True
651.7784, 89.89867, 8456, 9, 11041, 143355264, 0, 0,0,True
651.7919, 89.89867, 8456, 9, 11041, 143359280, 0, 0,0,True
651.8038, 89.89867, 8456, 9, 11041, 143361173, 0, 0,0,True
651.8117, 89.89867, 8456, 9, 11041, 143363538, 0, 0,0,True
651.8256, 89.89867, 8456, 9, 11041, 143363538, 0, 0,0,True
651.8358, 89.89867, 8456, 9, 11041, 143367397, 0, 0,0,True
651.8453, 89.89867, 8456, 9, 11041, 143372393, 0, 0,0,True
651.8593, 89.89867, 8456, 9, 11041, 143374506, 0, 0,0,True
651.8692, 89.89867, 8456, 9, 11041, 143389693, 0, 0,0,True
651.8794, 89.89867, 8456, 9, 11041, 143392024, 0, 0,0,True
651.8926, 89.89867, 8456, 9, 11041, 143396040, 0, 0,0,True
651.9004, 89.89867, 8456, 9, 11041, 143398170, 0, 0,0,True
651.9113, 89.89867, 8456, 9, 11041, 143408464, 0, 0,0,True
651.9252, 89.89867, 8456, 9, 11041, 143405994, 0, 0,0,True
651.9344, 89.89867, 8456, 9, 11041, 143414509, 0, 0,0,True
