10.19482,-0.02848074,0.01191816,-0.1350887,-0.06138004,-0.1132554,-0.01238417,0.9915909
10.20882,-0.02853727,0.01188898,-0.1351194,-0.06135939,-0.1133955,-0.01245167,0.9915752
10.21747,-0.02857618,0.01186999,-0.1351417,-0.06135131,-0.1134649,-0.01238494,0.9915687
10.2282,-0.02857934,0.01186532,-0.1351578,-0.06128943,-0.113606,-0.01244376,0.9915556
10.24278,-0.02857665,0.01185133,-0.1351813,-0.06133115,-0.1136284,-0.01253446,0.9915493
10.25028,-0.02857268,0.01184838,-0.1351973,-0.06133388,-0.1136819,-0.01255648,0.9915428
10.26143,-0.02854851,0.01185662,-0.1352022,-0.06137339,-0.1137398,-0.01253816,0.9915339
10.2745,-0.0285179,0.01188236,-0.1352201,-0.06152502,-0.1136653,-0.01250372,0.9915335
10.28309,-0.02848093,0.01190136,-0.1352375,-0.06165365,-0.1136236,-0.0124203,0.9915313
10.29417,-0.02843033,0.01191956,-0.1352563,-0.06178146,-0.1135424,-0.0124216,0.9915326
10.30707,-0.02838943,0.01193847,-0.1352738,-0.06179029,-0.1134258,-0.01249889,0.9915444
10.3162,-0.02835234,0.011949,-0.1352912,-0.06184423,-0.1133455,-0.01259811,0.991549
10.3307,-0.0283127,0.01195374,-0.1353117,-0.06182774,-0.1132548,-0.01262996,0.99156
10.33907,-0.02827504,0.01195979,-0.1353264,-0.06175057,-0.1132275,-0.01265435,0.9915676
10.34943,-0.02824936,0.01193927,-0.1353449,-0.06177063,-0.1132261,-0.01271962,0.9915656
10.36253,-0.02824763,0.01192358,-0.1353589,-0.06176764,-0.1132469,-0.01274433,0.9915632
10.3715,-0.02823221,0.01191838,-0.1353757,-0.06178243,-0.1132683,-0.01281363,0.9915589
10.38293,-0.02821319,0.01191476,-0.1353947,-0.0618246,-0.1132758,-0.01288643,0.9915545
10.39491,-0.02818257,0.01191885,-0.135415,-0.0618224,-0.1132697,-0.01292793,0.9915548
10.40552,-0.02814565,0.01191317,-0.135435,-0.06188148,-0.11327,-0.01300706,0.99155
10.41781,-0.02812095,0.01191583,-0.1354545,-0.06186002,-0.1131591,-0.01302225,0.9915638
10.42795,-0.02809225,0.01191658,-0.1354651,-0.06186997,-0.11305,-0.01307581,0.9915749
10.43924,-0.02805563,0.01192547,-0.1354578,-0.06184167,-0.1129768,-0.01314354,0.9915842
10.4515,-0.02801682,0.01194219,-0.1354512,-0.06171403,-0.112921,-0.01320457,0.9915977
10.46217,-0.02799977,0.01194248,-0.1354625,-0.06174916,-0.1128631,-0.01318911,0.9916022
10.4737,-0.02799557,0.01195294,-0.1354721,-0.06178379,-0.1128162,-0.01321679,0.9916051
10.48683,-0.027997,0.0119775,-0.1354785,-0.06185479,-0.1128626,-0.01326166,0.9915947
10.49596,-0.0280035,0.0119957,-0.1354851,-0.06190296,-0.1128668,-0.01326027,0.9915913
10.50646,-0.02802014,0.01199866,-0.135489,-0.0619253,-0.1128242,-0.01328394,0.9915944
10.5194,-0.02804404,0.01198642,-0.1354395,-0.06181421,-0.1128398,-0.01334848,0.9915987
10.5286,-0.02806847,0.01197198,-0.1354152,-0.06183863,-0.1127615,-0.01333396,0.9916063
10.5393,-0.02809949,0.011968,-0.1353754,-0.06182851,-0.1126805,-0.01336229,0.9916158
10.5522,-0.02813187,0.01198777,-0.1353588,-0.06184375,-0.1125531,-0.01339383,0.9916288
10.56217,-0.02816524,0.01201458,-0.1353334,-0.0618539,-0.1124715,-0.01339019,0.9916376
10.57164,-0.02820609,0.01203462,-0.1353098,-0.06199553,-0.1123407,-0.01336305,0.9916439
10.58451,-0.02825245,0.01206523,-0.1352754,-0.06215186,-0.1122493,-0.01341978,0.9916437
10.59442,-0.02830018,0.01211862,-0.1352209,-0.06231572,-0.1121694,-0.01346015,0.9916419
10.60718,-0.02836732,0.01218508,-0.1351569,-0.06267374,-0.1119858,-0.01356788,0.9916386
10.61718,-0.02842605,0.01225195,-0.1350987,-0.06300337,-0.1119733,-0.01350156,0.9916201
10.62729,-0.02848272,0.01232025,-0.1350694,-0.06338712,-0.1119227,-0.01361566,0.9915998
10.63931,-0.02854773,0.01241632,-0.1350546,-0.06423666,-0.1118347,-0.0135912,0.9915553
10.64989,-0.02859842,0.01255235,-0.1350362,-0.06501536,-0.1116943,-0.01357018,0.9915207
10.66363,-0.02864181,0.01274563,-0.1350272,-0.06620402,-0.1114494,-0.01345053,0.9914712
10.67264,-0.02868739,0.01292676,-0.1350083,-0.0671123,-0.1112397,-0.01332383,0.9914354
10.68295,-0.02872597,0.01310506,-0.1349978,-0.06825221,-0.1111221,-0.01320971,0.9913723
10.69649,-0.02876139,0.01328944,-0.1350098,-0.06910355,-0.1109862,-0.01318129,0.991329
10.70601,-0.02878675,0.01343331,-0.1350388,-0.07017556,-0.1110747,-0.01317141,0.9912438
10.71708,-0.02881294,0.01356734,-0.1350648,-0.07092157,-0.1111831,-0.01283009,0.991183
10.72994,-0.02883009,0.01367408,-0.1350871,-0.0717528,-0.1112649,-0.01266577,0.9911162
10.73945,-0.0288486,0.01378692,-0.135087,-0.07249562,-0.1114255,-0.01263799,0.9910445
10.74939,-0.02884719,0.01388309,-0.1350494,-0.07317171,-0.1116,-0.01281518,0.9909728
10.7607,-0.02883935,0.01398431,-0.13499,-0.07379019,-0.1116621,-0.01298168,0.9909178
10.77313,-0.02882221,0.01408003,-0.1349014,-0.07438382,-0.1119355,-0.0131553,0.9908403
10.78356,-0.02879576,0.01415329,-0.1348217,-0.07493543,-0.1119581,-0.01315099,0.9907962
10.79595,-0.02874756,0.01420332,-0.1347353,-0.07539165,-0.1118764,-0.01296143,0.9907734
10.80649,-0.02868358,0.01425529,-0.1346462,-0.07586986,-0.1118253,-0.01290226,0.9907434
10.81718,-0.02859261,0.01429925,-0.1345572,-0.07626577,-0.1117523,-0.0129026,0.9907212
10.82959,-0.02848662,0.01430107,-0.1344657,-0.07645109,-0.1116429,-0.01266893,0.9907223
10.8397,-0.02837121,0.01426932,-0.1343869,-0.0768393,-0.111611,-0.01257614,0.990697
10.85047,-0.0282461,0.01425391,-0.1343071,-0.07736178,-0.1115266,-0.01252535,0.9906665
10.86319,-0.0281124,0.01432004,-0.1342328,-0.07811121,-0.1117146,-0.01227261,0.9905897
10.87314,-0.02798347,0.01440312,-0.1341817,-0.07893679,-0.1119306,-0.01218719,0.9905009
10.88387,-0.02785,0.01449836,-0.134151,-0.07928132,-0.1122458,-0.01217368,0.9904379
10.89638,-0.02771282,0.01456363,-0.1341581,-0.07945304,-0.1124743,-0.012363,0.9903958
10.90678,-0.02755943,0.01460641,-0.1341708,-0.079642,-0.1128334,-0.01239583,0.9903395
10.9173,-0.02740714,0.01465535,-0.1341724,-0.0796998,-0.1131605,-0.01259064,0.990295
10.93001,-0.02725199,0.01470906,-0.1341865,-0.07976936,-0.1133252,-0.01280177,0.9902678
10.94023,-0.02710669,0.01475639,-0.1342159,-0.07968681,-0.1133278,-0.01315752,0.9902695
10.95082,-0.02695585,0.01477763,-0.1342542,-0.07954953,-0.1134501,-0.01345677,0.9902626
10.96312,-0.02681629,0.01478232,-0.1342902,-0.07934982,-0.113358,-0.01360131,0.9902871
10.97282,-0.02667139,0.01479802,-0.1343087,-0.07905838,-0.1133562,-0.01361342,0.9903105
10.98356,-0.02655027,0.01481633,-0.1343172,-0.07890513,-0.1133168,-0.01373116,0.9903256
10.99574,-0.02648704,0.01481482,-0.1342983,-0.07867402,-0.1130526,-0.0142415,0.9903669
11.00665,-0.02644785,0.01481871,-0.1342714,-0.07809891,-0.1125778,-0.01484116,0.9904578
11.01856,-0.02645298,0.01480547,-0.134229,-0.07770277,-0.1118333,-0.01561484,0.9905613
11.02863,-0.02645615,0.01481593,-0.1341969,-0.07736044,-0.1110864,-0.01615655,0.9906635
11.03925,-0.02649614,0.01480511,-0.1341705,-0.07697087,-0.1103255,-0.0162225,0.9907778
11.05168,-0.02655719,0.0147612,-0.1341474,-0.07639417,-0.1097615,-0.01574556,0.9908928
11.0616,-0.02663225,0.01469807,-0.1341374,-0.0760788,-0.1092558,-0.0150528,0.9909837
11.0723,-0.02671274,0.0146419,-0.1340944,-0.07574511,-0.1091908,-0.01439315,0.9910262
11.08487,-0.02683289,0.014569,-0.1340528,-0.07563529,-0.109261,-0.01366646,0.9910371
11.09498,-0.026955,0.0144997,-0.1340183,-0.07535284,-0.1095502,-0.01313821,0.9910339
11.10681,-0.0271046,0.01441229,-0.1340039,-0.07520933,-0.1101489,-0.01285693,0.9909821
11.11687,-0.02725416,0.01433919,-0.1339855,-0.07537903,-0.1106988,-0.0126075,0.9909111
11.12773,-0.02738445,0.01430549,-0.1339395,-0.07537252,-0.1115549,-0.01268161,0.9908147
11.14031,-0.0275073,0.0142653,-0.1338852,-0.07549278,-0.1122805,-0.01295591,0.99072
11.15072,-0.02761178,0.01419621,-0.1338171,-0.07524785,-0.113112,-0.01338802,0.9906383
11.16118,-0.02771621,0.01412163,-0.1337401,-0.07498533,-0.1137275,-0.0137932,0.9905822
11.17374,-0.02780663,0.01405357,-0.1336367,-0.07476663,-0.1145062,-0.01399954,0.9905061
